property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,area,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,vatika lifestyle homes3.8 ?,sector 83,1.25 Crore,6839.0,Super Built up area 1827.5(169.78 sq.m.),3.0,2.0,1.0,6.0,South-West,Relatively New,,,,,1,1,1,1,0,2,174
flat,tarc maceo3.8 ?,sector 91,1.8 Crore,7758.0,Carpet area: 2320 (215.54 sq.m.),3.0,3.0,,0.0,North,Relatively New,,,,,0,0,0,1,0,2,45
house,independent,sector 7,0.27,12000.0,Plot area 225(20.9 sq.m.),2 Bedrooms,2.0,1,2.0,North-East,Moderately Old,225.0,,225.0,,0,0,0,0,0,0,12
flat,antriksh heights3.7 ?,sector 84,79 Lac,4579.0,Super Built up area 1725(160.26 sq.m.),3.0,3.0,,8.0,West,New Property,,,,,0,0,0,0,0,0,24
flat,sidhartha ncr one phase 14.2 ?,sector 95,46 Lac,4646.0,Built Up area: 990 (91.97 sq.m.),2.0,2.0,,6.0,,Undefined,,,,,0,0,0,0,0,0,0
house,emaar mgf marbella,sector 66,11.0,33951.0,Plot area 360(301.01 sq.m.),5 Bedrooms,6.0,3+,2.0,North-East,New Property,3240.0,,3240.0,,1,1,1,1,0,1,153
flat,emaar palm gardens4.1 ?,sector 83,1.6 Crore,8648.0,Super Built up area 1850(171.87 sq.m.),3.0,3.0,,6.0,East,Relatively New,,,,,1,1,1,1,0,1,167
flat,ashiana anmol,sector 33,1.1 Crore,8627.0,Built Up area: 1275 (118.45 sq.m.)Carpet area: 795 sq.ft. (73.86 sq.m.),2.0,2.0,2.0,4.0,North-East,Undefined,,,,,0,0,0,0,0,0,0
house,unitech uniworld resorts,sector 33,,,Plot area 502(419.74 sq.m.),5 Bedrooms,7.0,3+,3.0,South-East,Relatively New,,,502.0,,0,1,0,0,0,0,87
flat,maxworth city residences,sector 10a,90 Lac,7083.0,Super Built up area 1200(111.48 sq.m.),2.0,2.0,3.0,9.0,East,New Property,,,,,0,0,0,0,1,0,52
flat,assotech blith,sector 99,92 Lac,6739.0,Super Built up area 1365(126.81 sq.m.),2.0,2.0,,22.0,,Under Construction,,,,,0,0,0,0,0,0,56
flat,raheja vedaanta3.6 ?,sector 108,85 Lac,4637.0,Super Built up area 1833(170.29 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,2.0,2.0,North-East,Relatively New,,,,,0,1,0,0,0,0,65
flat,emaar gurgaon greens4.1 ?,sector 102,1.55 Crore,9393.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,4.0,3.0,7.0,North,Relatively New,,,,,0,1,0,0,0,1,152
house,shivaji nagar residential,sector 11,3.08,11407.0,Built Up area: 2700 (250.84 sq.m.),6 Bedrooms,4.0,2,1.0,,Undefined,2700.0,,,,0,0,0,0,0,0,0
flat,ss the leaf3.8 ?,sector 85,1.3 Crore,10483.0,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2.0,2.0,,10.0,East,Relatively New,,,,,0,0,1,0,0,0,148
house,independent,sector 2,0.7,7777.0,Built Up area: 900 (83.61 sq.m.),1 Bedroom,1.0,0,1.0,,Undefined,900.0,,,,0,0,0,0,0,0,0
house,independent,sector 2,2.95,15989.0,Plot area 205(171.41 sq.m.),4 Bedrooms,4.0,3+,2.0,North-West,Old Property,1845.0,,1845.0,,0,0,0,0,0,0,27
house,independent,sector 9,1.25,8735.0,Plot area 159(132.94 sq.m.),10 Bedrooms,6.0,3+,3.0,,Old Property,1431.0,,1431.0,,0,0,0,0,0,0,0
flat,vatika city homes3.9 ?,sector 83,1 Crore,5747.0,Super Built up area 1740(161.65 sq.m.),3.0,3.0,2.0,2.0,South-East,Relatively New,,,,,0,0,1,0,0,1,174
flat,tulip violet4.3 ?,sector 69,1.38 Crore,8972.0,Super Built up area 1538(142.88 sq.m.),3.0,3.0,1.0,12.0,East,Relatively New,,,,,0,0,0,0,0,0,157
flat,chd avenue 713.6 ?,sector 71,1.16 Crore,6655.0,Super Built up area 1743(161.93 sq.m.),3.0,3.0,3.0,5.0,South-West,Moderately Old,,,,,0,1,0,0,0,1,73
flat,mapsko mount ville4.1 ?,sector 79,1.3 Crore,8024.0,Super Built up area 1620(150.5 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3.0,3.0,,1.0,North-East,Relatively New,,,,,0,0,0,0,0,1,140
flat,emaar mgf palm terraces,sector 66,4.5 Crore,10599.0,Super Built up area 3670(340.95 sq.m.),5.0,5.0,,11.0,,New Property,,,,,0,1,0,0,0,0,105
flat,signature global city 81,sector 81,89 Lac,8279.0,Carpet area: 1075 (99.87 sq.m.),2.0,2.0,2.0,3.0,North,Undefined,,,,,0,0,0,0,1,0,20
flat,aipl zen residences,sector 70a,1.25 Crore,9904.0,Carpet area: 1262 (117.24 sq.m.),2.0,2.0,3.0,19.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,indiabulls enigma,sector 110,3.3 Crore,9850.0,Super Built up area 3350(311.23 sq.m.),4.0,5.0,3.0,7.0,East,Relatively New,,,,,0,1,0,0,0,0,101
flat,emaar mgf emerald floors premier3.8 ?,sector 65,2.65 Crore,16060.0,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3.0,5.0,North,Relatively New,,,,,1,1,0,0,0,0,37
flat,m3m latitude,sector 65,4.6 Crore,26790.0,Carpet area: 1717 (159.51 sq.m.),3.0,3.0,3.0,7.0,South,New Property,,,,,1,1,1,1,0,0,115
flat,central park resort belgravia residences,sector 48,6.25 Crore,24300.0,Carpet area: 2880 (267.56 sq.m.),3.0,5.0,,5.0,South-East,Moderately Old,,,,,0,1,0,0,0,1,49
flat,ss radiance residency,sector 12,60 Lac,5660.0,Carpet area: 1060 (98.48 sq.m.),3.0,3.0,2.0,3.0,North-East,Relatively New,,,,,0,0,0,0,0,0,44
flat,sbtl caladium,sector 109,1.9 Crore,6219.0,Super Built up area 3055(283.82 sq.m.),4.0,4.0,3.0,8.0,North-East,Relatively New,,,,,0,1,0,0,0,0,151
flat,unitech vistas,sector 70,9 Crore,57507.0,Built Up area: 1565 (145.39 sq.m.),3.0,3.0,,7.0,,Undefined,,,,,0,0,0,0,0,0,0
house,ansal sushant lok plots4.1 ?,sector 43,11.5,17692.0,Plot area 3762(349.5 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.)Carpet area: 6500 sq.ft. (603.87 sq.m.),7 Bedrooms,8.0,3+,3.0,,Old Property,6500.0,,3762.0,,0,1,1,1,0,1,31
flat,ireo victory valley4.1 ?,sector 67,4.75 Crore,13929.0,Super Built up area 3410(316.8 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.)Carpet area: 3100 sq.ft. (288 sq.m.),4.0,4.0,,0.0,West,Relatively New,,,,,1,1,1,1,0,1,165
flat,indiabulls centrum park3.7 ?,sector 103,1.01 Crore,8080.0,Super Built up area 1423(132.2 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2.0,2.0,3.0,5.0,West,Relatively New,,,,,0,0,1,0,0,1,165
flat,bptp terra3.8 ?,sector 37d,1.5 Crore,8255.0,Super Built up area 1811(168.25 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3.0,3.0,3.0,12.0,South-West,Relatively New,,,,,0,0,0,0,1,0,49
flat,ireo the corridors,sector 67a,1.7 Crore,9843.0,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3.0,3.0,2.0,10.0,North-East,New Property,,,,,0,1,0,0,1,1,44
flat,m3m woodshire4.0 ?,sector 107,90 Lac,6588.0,Super Built up area 1366(126.91 sq.m.),2.0,2.0,,4.0,,Relatively New,,,,,0,0,0,0,0,0,21
house,independent,sector 50,7.0,23333.0,Plot area 2400(222.97 sq.m.)Built Up area: 3400 sq.ft. (315.87 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4 Bedrooms,4.0,2,3.0,North-East,Old Property,3000.0,,2400.0,,0,1,0,0,0,0,118
flat,raheja navodaya3.6 ?,sector 92,85 Lac,5407.0,Super Built up area 1572(146.04 sq.m.),3.0,3.0,,0.0,East,Relatively New,,,,,0,0,0,0,0,0,88
house,independent,sector 4,0.7,6648.0,Built Up area: 117 (97.83 sq.m.),3 Bedrooms,3.0,0,1.0,,Undefined,1053.0,,,,0,0,0,0,0,0,0
flat,residency grand,sector 52,5 Crore,7692.0,Carpet area: 5200 (483.1 sq.m.),5.0,7.0,,1.0,East,Moderately Old,,,,,0,1,0,1,0,0,77
flat,hcbs sports ville3.6 ?,sohna road,32 Lac,6165.0,Carpet area: 519 (48.22 sq.m.),2.0,2.0,2.0,2.0,,New Property,,,,,0,0,0,0,0,0,37
flat,godrej nature plus,sector 33,1.07 Crore,7725.0,Super Built up area 1385(128.67 sq.m.),2.0,2.0,2.0,14.0,North-East,Undefined,,,,,0,0,0,0,0,0,68
flat,the close north4.0 ?,sector 50,2.92 Crore,11209.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,3.0,3.0,10.0,North,Moderately Old,,,,,0,1,0,0,0,1,174
flat,sidhartha ncr greens4.3 ?,sector 95,56 Lac,5656.0,Super Built up area 990(91.97 sq.m.),2.0,2.0,3.0,13.0,,New Property,,,,,0,0,0,0,0,0,8
flat,signature global park4.0 ?,sohna road,75 Lac,6938.0,Carpet area: 1081 (100.43 sq.m.),3.0,2.0,,4.0,East,New Property,,,,,0,0,0,0,0,0,101
flat,sobha city,sector 108,4.1 Crore,23401.0,Super Built up area 2344(217.76 sq.m.)Built Up area: 2343 sq.ft. (217.67 sq.m.)Carpet area: 1752 sq.ft. (162.77 sq.m.),4.0,5.0,3.0,25.0,North-East,New Property,,,,,1,1,0,0,0,2,97
flat,dlf new town heights3.7 ?,sector 91,1.8 Crore,7679.0,Carpet area: 2344 (217.76 sq.m.),4.0,4.0,,6.0,,Moderately Old,,,,,0,1,0,1,0,0,81
flat,m3m merlin3.7 ?,sector 67,2.65 Crore,12945.0,Super Built up area 2047(190.17 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3.0,0.0,North-East,Relatively New,,,,,0,0,0,0,1,1,174
house,independent,sector 55,4.6,21296.0,Plot area 240(200.67 sq.m.),3 Bedrooms,3.0,3+,2.0,North,Old Property,2160.0,,2160.0,,0,1,1,1,0,1,37
flat,godrej air,sector 85,2.5 Crore,1379.0,Carpet area: 18122 (1683.59 sq.m.),4.0,5.0,,16.0,North-East,Undefined,,,,,1,0,0,1,1,1,44
flat,shree vardhman victoria3.8 ?,sector 70,1.64 Crore,8384.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3.0,3.0,North,Relatively New,,,,,0,1,0,0,0,0,51
flat,orchid petals4.1 ?,sector 49,1.95 Crore,9972.0,Super Built up area 1805(167.69 sq.m.),3.0,3.0,3.0,2.0,East,Old Property,,,,,0,0,0,0,0,1,90
flat,sare crescent parc royal greens phase 1,sector 92,79 Lac,6086.0,Super Built up area 1298(120.59 sq.m.),3.0,2.0,2.0,15.0,,New Property,,,,,0,0,0,0,0,0,25
flat,paras dews,sector 106,1.13 Crore,6406.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,,18.0,North-West,Relatively New,,,,,1,1,0,0,0,0,49
flat,dlf the icon3.7 ?,sector 43,5.25 Crore,20388.0,Super Built up area 2575(239.23 sq.m.)Built Up area: 2570 sq.ft. (238.76 sq.m.)Carpet area: 2560 sq.ft. (237.83 sq.m.),4.0,4.0,3.0,9.0,North,Old Property,,,,,0,1,0,1,1,0,135
flat,aipl joy square,sector 63a,70 Lac,10101.0,Built Up area: 693 (64.38 sq.m.)Carpet area: 350 sq.ft. (32.52 sq.m.),1.0,1.0,,7.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,conscient one,sector 109,1.7 Crore,17617.0,Built Up area: 965 (89.65 sq.m.)Carpet area: 628 sq.ft. (58.34 sq.m.),1.0,1.0,2.0,9.0,,Undefined,,,,,0,0,0,0,0,0,0
house,unitech espace,sector 50,7.35,41762.0,Plot area 240(200.67 sq.m.),4 Bedrooms,4.0,3+,3.0,South,Moderately Old,1760.0,,240.0,,0,1,0,1,0,1,52
flat,emaar mgf emerald floors premier3.8 ?,sector 65,2.9 Crore,14683.0,Super Built up area 1975(183.48 sq.m.),4.0,4.0,,4.0,North-East,Relatively New,,,,,1,1,0,0,0,1,152
house,independent,sector 12,1.0,74074.0,Plot area 135(12.54 sq.m.)Built Up area: 3750 sq.ft. (348.39 sq.m.),9 Bedrooms,7.0,3+,3.0,North,Moderately Old,135.0,,135.0,,0,0,1,1,0,0,7
flat,bestech park view residency3.9 ?,sector 2,1.36 Crore,7646.0,Super Built up area 1780(165.37 sq.m.),3.0,3.0,,5.0,South-West,Moderately Old,,,,,0,0,0,0,0,0,84
flat,aipl zen residences,sector 70a,1.34 Crore,10276.0,Super Built up area 1304(121.15 sq.m.),2.0,2.0,,17.0,East,New Property,,,,,0,0,0,0,0,1,110
flat,birla navya,sector 63a,3.23 Crore,26875.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3.0,4.0,West,New Property,,,,,0,1,0,0,0,0,52
flat,ss the leaf3.8 ?,sector 85,2.1 Crore,8720.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3.0,4.0,,6.0,North,Relatively New,,,,,0,1,0,0,0,0,156
flat,hsiidc sidco aravali,manesar,86 Lac,3323.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),3.0,3.0,,3.0,South,Moderately Old,,,,,0,1,0,0,0,0,81
house,independent,sector 28,0.45,90000.0,Built Up area: 50 (4.65 sq.m.),5 Bedrooms,3.0,0,1.0,,Undefined,50.0,,,,0,0,0,0,0,0,0
flat,dlf the ultima4.0 ?,sector 81,2.2 Crore,10461.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1570 sq.ft. (145.86 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,,5.0,East,Relatively New,,,,,1,1,0,1,1,2,49
house,independent,sector 43,9.5,42222.0,Plot area 302(252.51 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),5 Bedrooms,5.0,3+,2.0,North-East,Relatively New,2250.0,,302.0,,0,1,0,1,0,1,88
house,independent,sector 11,4.5,25000.0,Plot area 200(167.23 sq.m.),16 Bedrooms,16.0,3+,4.0,South,Relatively New,1800.0,,1800.0,,0,0,0,0,0,1,20
house,the laburnum,sector 43,11.0,27160.0,Plot area 450(376.26 sq.m.)Built Up area: 360 sq.yards (301.01 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),5 Bedrooms,6.0,3+,3.0,East,New Property,4050.0,,4050.0,,0,1,0,1,0,1,160
flat,the close north4.0 ?,sector 50,3 Crore,11516.0,Super Built up area 2605(242.01 sq.m.),3.0,3.0,,14.0,North,Old Property,,,,,0,1,0,0,0,1,121
house,ansals palam vihar,sector 2,2.75,17662.0,Plot area 173(144.65 sq.m.),3 Bedrooms,3.0,3,2.0,,Moderately Old,1557.0,,1557.0,,1,0,0,1,0,1,15
house,international city by sobha phase 1,sector 109,,11100.0,nan,,,,,,Undefined,,,,,0,0,0,0,0,0,0
flat,microtek greenburg3.8 ?,sector 86,1.3 Crore,15294.0,Carpet area: 850 (78.97 sq.m.),2.0,3.0,3.0,5.0,North-East,Relatively New,,,,,1,0,0,0,0,1,45
flat,emaar digihomes,sector 62,4.25 Crore,26562.0,Carpet area: 1600 (148.64 sq.m.),3.0,3.0,3.0,8.0,,Under Construction,,,,,1,0,0,0,0,0,16
flat,orris aster court,sector 85,68.5 Lac,5221.0,Super Built up area 1312(121.89 sq.m.)Built Up area: 1075 sq.ft. (99.87 sq.m.)Carpet area: 975 sq.ft. (90.58 sq.m.),2.0,2.0,2.0,5.0,South-West,Relatively New,,,,,0,0,0,0,0,0,37
flat,bestech park view city 23.9 ?,sector 49,2.9 Crore,12169.0,Super Built up area 2383(221.39 sq.m.),4.0,4.0,,5.0,South-West,Moderately Old,,,,,0,1,0,0,0,0,117
flat,sare crescent parc royal greens phase 1,sector 92,1 Crore,3713.0,Super Built up area 2020(187.66 sq.m.),4.0,4.0,3.0,15.0,,New Property,,,,,0,0,0,0,0,0,31
house,independent,sector 43,27.5,24366.0,Plot area 1254(1048.5 sq.m.),6 Bedrooms,7.0,3+,3.0,North-East,Relatively New,11286.0,,11286.0,,1,1,0,1,1,1,42
flat,hsiidc sidco aravali,manesar,91 Lac,3516.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3.0,3.0,,8.0,East,Moderately Old,,,,,0,1,0,0,0,0,23
flat,signature global park4.0 ?,sohna road,75 Lac,6938.0,Built Up area: 1081 (100.43 sq.m.),2.0,2.0,,1.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,ss the leaf3.8 ?,sector 85,1.99 Crore,8659.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2398 sq.ft. (222.78 sq.m.)Carpet area: 2298 sq.ft. (213.49 sq.m.),3.0,4.0,,17.0,East,Relatively New,,,,,0,1,0,0,0,1,174
house,vatika the seven lamps3.8 ?,sector 82,1.6,6597.0,Plot area 2425(225.29 sq.m.),4 Bedrooms,4.0,3+,16.0,North,Moderately Old,2425.0,,2425.0,,0,1,0,0,0,0,94
flat,ambience creacions,sector 22,4.8 Crore,19200.0,Carpet area: 2500 (232.26 sq.m.),4.0,6.0,,10.0,North-East,New Property,,,,,0,1,0,1,0,2,49
flat,sare homes,new,85 Lac,4786.0,Super Built up area 1776(165 sq.m.),4.0,4.0,3.0,3.0,,Moderately Old,,,,,0,0,0,0,0,0,0
flat,corona optus3.9 ?,sector 37c,1.26 Crore,7250.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),3.0,3.0,3.0,4.0,North-East,New Property,,,,,0,0,0,0,0,0,28
flat,ild greens4.1 ?,sector 37c,1.05 Crore,7500.0,Super Built up area 1875(174.19 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3.0,4.0,,New Property,,,,,0,0,0,0,0,1,5
flat,umang monsoon breeze,sector 78,1.05 Crore,5666.0,Built Up area: 1853 (172.15 sq.m.)Carpet area: 1390 sq.ft. (129.14 sq.m.),3.0,3.0,3.0,6.0,North,Moderately Old,,,,,0,0,0,0,0,0,0
flat,tulsiani easy in homes,sohna road,40 Lac,6722.0,Carpet area: 595 (55.28 sq.m.),2.0,2.0,3.0,12.0,,New Property,,,,,0,0,0,0,0,0,36
house,independent,sector 2,19.5,27083.0,Plot area 800(668.9 sq.m.),8 Bedrooms,9.0,3+,2.0,North,New Property,7200.0,,7200.0,,1,1,0,1,0,0,122
house,independent,sector 26,20.0,44444.0,Plot area 500(418.06 sq.m.),5 Bedrooms,7.0,3+,3.0,West,Relatively New,4500.0,,4500.0,,0,1,0,1,0,2,97
flat,m3m latitude,sector 65,4.7 Crore,19747.0,Super Built up area 2380(221.11 sq.m.)Carpet area: 1231 sq.ft. (114.36 sq.m.),3.0,3.0,,9.0,North-East,Relatively New,,,,,0,1,0,1,0,1,44
flat,emaar mgf emerald floors premier3.8 ?,sector 65,2.35 Crore,14242.0,Built Up area: 1650 (153.29 sq.m.),3.0,3.0,2.0,4.0,East,Relatively New,,,,,1,1,0,0,0,0,165
flat,signature the roselia3.6 ?,sector 95,41.5 Lac,7293.0,Built Up area: 670 (62.25 sq.m.)Carpet area: 569 sq.ft. (52.86 sq.m.),2.0,2.0,2.0,12.0,South,New Property,,,,,0,0,0,0,0,1,93
flat,tulip violet4.2 ?,sector 69,1.38 Crore,8972.0,Carpet area: 1538 (142.88 sq.m.),3.0,3.0,1.0,12.0,West,Relatively New,,,,,0,0,0,0,0,0,174
flat,central park flower valley,sector 33,2.15 Crore,13522.0,Super Built up area 1590(147.72 sq.m.),3.0,3.0,,1.0,,New Property,,,,,0,0,0,0,0,0,31
flat,tulip violet4.2 ?,sector 69,1.7 Crore,8457.0,Super Built up area 2010(186.74 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),4.0,4.0,2.0,10.0,South-West,Relatively New,,,,,1,1,1,1,0,0,174
flat,emaar mgf the palm drive4.1 ?,sector 66,3.5 Crore,15909.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2125 sq.ft. (197.42 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3.0,3.0,3.0,7.0,North-East,Moderately Old,,,,,0,1,1,0,0,1,149
house,unitech greenwood city3.6 ?,sector 45,,,Plot area 240(200.67 sq.m.),9 Bedrooms,9.0,3+,3.0,South-East,Relatively New,,,240.0,,1,1,0,0,0,2,110
flat,unitech sunbreeze,sector 69,73.53 Lac,5500.0,Super Built up area 1337(124.21 sq.m.),3.0,3.0,1.0,10.0,,Under Construction,,,,,0,1,0,0,0,0,60
flat,mapsko mount ville4.1 ?,sector 79,1.25 Crore,8389.0,Carpet area: 1490 (138.43 sq.m.),3.0,3.0,,16.0,North,Relatively New,,,,,0,0,0,0,0,1,49
flat,ild grand,sector 37c,1.35 Crore,7142.0,Built Up area: 1820 (169.08 sq.m.),3.0,3.0,,1.0,,New Property,,,,,0,0,0,0,0,0,0
house,dlf city plots phase 2,sector 25,4.25,31481.0,Plot area 150(125.42 sq.m.),3 Bedrooms,2.0,3,2.0,North,Old Property,1350.0,,1350.0,,1,0,0,0,0,0,35
flat,ss the leaf3.8 ?,sector 85,1.25 Crore,7179.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2.0,2.0,3.0,10.0,South-East,Relatively New,,,,,0,0,0,0,0,0,49
flat,ats tourmaline3.9 ?,sector 109,1.75 Crore,8139.0,Super Built up area 2150(199.74 sq.m.),3.0,4.0,,9.0,North-East,Relatively New,,,,,0,1,0,0,0,0,94
flat,m3m woodshire,sector 107,1.4 Crore,5929.0,Super Built up area 2361(219.34 sq.m.),3.0,4.0,,1.0,East,New Property,,,,,0,0,0,0,0,0,67
flat,ramprastha skyz,sector 37d,1 Crore,4942.0,Super Built up area 2025(188.13 sq.m.),3.0,5.0,3.0,11.0,,Under Construction,,,,,0,1,0,0,1,0,8
house,independent,sector 12,3.5,133079.0,Plot area 263(24.43 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 4400 sq.ft. (408.77 sq.m.),8 Bedrooms,8.0,3+,3.0,South-East,Relatively New,263.0,,263.0,,1,1,0,1,0,2,77
house,independent,sector 25,10.0,37037.0,Plot area 2700(250.84 sq.m.)Built Up area: 9500 sq.ft. (882.58 sq.m.)Carpet area: 9000 sq.ft. (836.13 sq.m.),5 Bedrooms,5.0,3+,3.0,East,Moderately Old,2700.0,,2700.0,,0,1,0,1,0,2,29
flat,m3m skywalk,sector 74,1.54 Crore,10814.0,Super Built up area 1424(132.29 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1139 sq.ft. (105.82 sq.m.),2.0,2.0,,15.0,South-East,Relatively New,,,,,0,0,0,0,1,0,137
flat,signature global park 4,sector 36,72 Lac,6660.0,Super Built up area 1081(100.43 sq.m.),3.0,2.0,3.0,3.0,,Under Construction,,,,,0,0,0,0,0,0,0
flat,ss the leaf3.8 ?,sector 85,1.18 Crore,10727.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,3.0,9.0,North-East,Relatively New,,,,,1,0,0,0,0,1,150
flat,paras dews,sector 106,1.25 Crore,7102.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,,5.0,North-East,Relatively New,,,,,0,1,0,0,0,0,165
house,bptp visionnaire,sector 70a,4.0,6666.0,Plot area 6000(557.42 sq.m.),4 Bedrooms,4.0,3+,2.0,North-East,Relatively New,6001.0,,6000.0,,0,1,0,0,0,0,154
flat,deepak minda,manesar,1.25 Crore,4716.0,Carpet area: 2650 (246.19 sq.m.),3.0,3.0,,6.0,,Moderately Old,,,,,0,1,0,0,0,0,44
house,independent,sector 13,0.5,90909.0,Plot area 55(5.11 sq.m.),12 Bedrooms,4.0,3,4.0,,Old Property,55.0,,55.0,,0,0,0,0,0,0,15
flat,dlf regal gardens3.9 ?,sector 90,1.76 Crore,7945.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2020 sq.ft. (187.66 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),4.0,4.0,,8.0,North,Relatively New,,,,,0,0,0,0,0,1,135
flat,shapoorji pallonji joyville gurugram4.0 ?,sector 102,1.26 Crore,10370.0,Super Built up area 1215(112.88 sq.m.),2.0,2.0,3.0,7.0,East,Relatively New,,,,,0,0,0,0,0,1,49
flat,conscient elevate,sector 59,3.78 Crore,16500.0,Carpet area: 2295 (213.21 sq.m.),3.0,3.0,3.0,3.0,,Under Construction,,,,,0,0,0,0,0,0,31
flat,dlf carlton estate4.0 ?,sector 43,2.1 Crore,15418.0,Super Built up area 1362(126.53 sq.m.),3.0,3.0,1.0,2.0,East,Old Property,,,,,0,0,1,0,0,1,88
flat,ramson kshitij sec-95 gurugram,sector 95,27 Lac,2700.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2.0,2.0,,1.0,West,Undefined,,,,,0,0,0,0,0,0,0
house,emaar mgf marbella,sector 66,15.1,18605.0,Plot area 754,5 Bedrooms,5.0,3+,3.0,East,New Property,8116.0,,8067.799999999999,,1,1,1,1,0,0,120
flat,emaar mgf emerald floors premier3.8 ?,sector 65,2.35 Crore,14242.0,Built Up area: 1650 (153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3.0,2.0,South-West,Relatively New,,,,,1,1,0,0,0,0,158
flat,emaar digihomes,sector 62,2.1 Crore,13925.0,Super Built up area 1508(140.1 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3.0,12.0,North-East,New Property,,,,,0,0,0,0,1,1,49
house,independent,sector 43,2.2,6875.0,Plot area 3200(297.29 sq.m.),12 Bedrooms,12.0,3+,6.0,North,New Property,3200.0,,3200.0,,0,1,0,0,0,2,50
flat,corona optus3.9 ?,sector 37c,1.25 Crore,7175.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3.0,2.0,North-West,Relatively New,,,,,1,0,0,0,0,0,49
house,independent,sector 105,0.6,11102.0,Plot area 60(50.17 sq.m.),8 Bedrooms,4.0,3,3.0,West,New Property,540.0,,540.0,,0,0,0,0,0,0,17
