property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,area,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,zara aavaas,sector 104,22 Lac,7302.0,Carpet area: 301.28 (27.99 sq.m.),1.0,2.0,2.0,2.0,,New Property,,,,,0,0,0,0,0,0,60
flat,emaar mgf the palm drive4.1 ?,sector 66,4.6 Crore,18400.0,Super Built up area 3300(306.58 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3.0,3.0,3.0,11.0,North,Relatively New,,,,,1,1,1,1,0,1,131
flat,mapsko royale ville3.7 ?,sector 82,1.22 Crore,7176.0,Super Built up area 2300(213.68 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,5.0,,10.0,South-West,Relatively New,,,,,0,1,0,1,0,1,76
flat,kendriya vihar4.1 ?,sector 56,58 Lac,9586.0,Carpet area: 605 (56.21 sq.m.),1.0,1.0,1.0,1.0,,Old Property,,,,,0,0,0,0,0,0,77
house,sector 14 rwa,sector 14,5.51,16990.0,Plot area 361(301.84 sq.m.),3 Bedrooms,3.0,2,4.0,South-West,Moderately Old,3243.0,,3249.0,,0,0,0,0,0,0,14
house,independent,sector 25,4.31,31926.0,Plot area 150(125.42 sq.m.),5 Bedrooms,4.0,3,3.0,North,Old Property,1350.0,,1350.0,,0,0,0,0,0,0,40
flat,tulip violet4.3 ?,sector 69,1.76 Crore,8756.0,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2.0,6.0,North,Relatively New,,,,,0,0,0,0,0,0,108
flat,sare green parc phase 3,sector 92,95 Lac,4856.0,Super Built up area 1956(181.72 sq.m.),4.0,3.0,3.0,4.0,North,Moderately Old,,,,,0,0,0,0,0,0,67
flat,rof ananda,sector 95,46 Lac,6318.0,Carpet area: 728 (67.63 sq.m.),2.0,2.0,2.0,11.0,North-West,New Property,,,,,1,0,0,0,0,0,82
house,independent,sector 24,1.45,26852.0,Plot area 60(50.17 sq.m.),3 Bedrooms,3.0,1,,,Old Property,540.0,,540.0,,0,0,0,0,0,0,9
flat,puri diplomatic greens4.0 ?,sector 111,2.58 Crore,11727.0,Super Built up area 2200(204.39 sq.m.),3.0,4.0,2.0,9.0,East,Relatively New,,,,,0,1,0,0,0,0,101
flat,rof ananda,sector 95,26 Lac,6032.0,Super Built up area 431(40.04 sq.m.)Carpet area: 380.44 sq.ft. (35.34 sq.m.),1.0,1.0,1.0,8.0,North,New Property,,,,,0,0,0,0,0,0,49
flat,signature global synera3.4 ?,sector 81,48 Lac,8450.0,Super Built up area 657(61.04 sq.m.)Carpet area: 568 sq.ft. (52.77 sq.m.),2.0,2.0,1.0,7.0,South-East,Relatively New,,,,,0,0,0,0,0,1,70
flat,godrej 1014.0 ?,sector 79,1.91 Crore,8511.0,Super Built up area 2244(208.47 sq.m.),3.0,4.0,,7.0,North-East,Relatively New,,,,,0,1,0,0,0,0,158
flat,supertech hues,sector 68,90 Lac,7627.0,Carpet area: 1180 (109.63 sq.m.),2.0,2.0,2.0,1.0,East,New Property,,,,,0,0,0,0,0,0,44
flat,signature andour heights3.8 ?,sector 71,37 Lac,7400.0,Super Built up area 500(46.45 sq.m.)Built Up area: 425 sq.ft. (39.48 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),1.0,1.0,2.0,2.0,North-East,Relatively New,,,,,0,0,0,0,0,1,37
flat,sbtl caladium,sector 109,1.63 Crore,6404.0,Super Built up area 2545(236.44 sq.m.),3.0,3.0,2.0,8.0,North-West,Relatively New,,,,,0,1,0,0,0,0,159
flat,m3m golfestate4.4 ?,sector 65,5.2 Crore,17455.0,Super Built up area 2979(276.76 sq.m.),3.0,3.0,3.0,18.0,North,Relatively New,,,,,1,1,0,0,0,1,76
flat,dlf icon,sector 43,5.8 Crore,20707.0,Built Up area: 2801 (260.22 sq.m.),4.0,4.0,,18.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,supertech araville,sector 79,78 Lac,6024.0,Super Built up area 1295(120.31 sq.m.),2.0,2.0,,0.0,,New Property,,,,,0,0,0,0,1,0,74
flat,vipul lavanya3.9 ?,sector 81,64.5 Lac,5265.0,Super Built up area 1225(113.81 sq.m.)Carpet area: 776 sq.ft. (72.09 sq.m.),2.0,2.0,2.0,14.0,,Moderately Old,,,,,0,0,0,0,0,0,96
flat,ireo victory valley4.1 ?,sector 67,4.55 Crore,14536.0,Super Built up area 3130(290.79 sq.m.),4.0,4.0,,19.0,South,Relatively New,,,,,0,1,0,0,0,1,156
house,eldeco mansionz,sector 48,6.0,22222.0,Plot area 300(250.84 sq.m.),4 Bedrooms,4.0,3+,2.0,East,Moderately Old,2700.0,,2700.0,,0,1,0,0,0,0,69
flat,m3m the tree of life,sector 111,2.35 Crore,14551.0,Built Up area: 1615 (150.04 sq.m.),3.0,3.0,,5.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,emaar mgf emerald floors premier3.8 ?,sector 65,2.85 Crore,14430.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.),4.0,4.0,3.0,2.0,South-West,Relatively New,,,,,1,1,0,0,0,0,21
flat,bestech park view sanskruti4.2 ?,sector 92,1.68 Crore,11052.0,Super Built up area 2120(196.95 sq.m.)Carpet area: 1520 sq.ft. (141.21 sq.m.),3.0,4.0,,15.0,East,Relatively New,,,,,0,1,0,0,0,1,174
house,independent,sector 13,0.45,4808.0,Built Up area: 936 (86.96 sq.m.),1 Bedroom,1.0,0,1.0,,Undefined,936.0,,,,0,0,0,0,0,0,0
flat,vatika gurgaon 213.7 ?,sector 83,78 Lac,6265.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 790 sq.ft. (73.39 sq.m.),2.0,2.0,2.0,3.0,South-East,Relatively New,,,,,1,0,0,1,0,1,165
flat,sidhartha ncr one,sector 95,56 Lac,4106.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,2.0,10.0,,Undefined,,,,,0,0,0,0,0,0,0
house,international city by sobha phase 2,sector 109,,13910.0,nan,,,,,,Undefined,,,,,0,0,0,0,0,0,0
flat,mapsko casa bella3.8 ?,sector 82,1.75 Crore,6903.0,Built Up area: 2535 (235.51 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),4.0,5.0,,1.0,West,Undefined,,,,,0,0,0,0,0,0,0
flat,tulip violet4.3 ?,sector 69,1.37 Crore,8675.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3.0,3.0,1.0,12.0,East,Relatively New,,,,,0,0,0,1,0,0,95
flat,ss the leaf3.8 ?,sector 85,1.93 Crore,8075.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2390 sq.ft. (222.04 sq.m.),3.0,4.0,3.0,7.0,North-East,Relatively New,,,,,0,1,0,0,0,0,174
flat,sidhartha ncr one phase 14.2 ?,sector 95,43 Lac,3152.0,Super Built up area 1364(126.72 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1020 sq.ft. (94.76 sq.m.),2.0,2.0,2.0,6.0,North,Relatively New,,,,,0,0,0,0,0,0,120
flat,indiabulls centrum park3.7 ?,sector 103,1.32 Crore,7787.0,Super Built up area 1695(157.47 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,,6.0,North-East,Relatively New,,,,,1,0,0,0,0,0,49
flat,tata primanti4.1 ?,sector 72,5 Crore,11363.0,Super Built up area 4400(408.77 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4.0,4.0,,2.0,North-East,New Property,,,,,1,1,1,0,0,1,174
flat,sare crescent parc3.5 ?,sector 92,80 Lac,4210.0,Super Built up area 1900(176.52 sq.m.),4.0,3.0,2.0,10.0,East,Relatively New,,,,,0,0,0,0,1,0,37
flat,dlf regal gardens3.9 ?,sector 90,1.23 Crore,7052.0,Super Built up area 1744(162.02 sq.m.),3.0,3.0,2.0,19.0,North,Relatively New,,,,,0,0,0,0,1,0,6
house,dlf city plots phase 4,sector 28,9.54,29444.0,Plot area 360(301.01 sq.m.),6 Bedrooms,5.0,3+,3.0,North,New Property,3240.0,,3240.0,,1,1,1,1,0,0,153
house,independent,sector 11,0.44,4251.0,Carpet area: 115 (96.15 sq.m.),3 Bedrooms,2.0,1,1.0,,Relatively New,1035.0,,,,0,0,0,1,1,0,46
house,prem kunj,sohna road road,0.5,7407.0,Plot area 675(62.71 sq.m.)Built Up area: 725 sq.ft. (67.35 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),5 Bedrooms,4.0,3,3.0,South-West,Relatively New,675.0,,675.0,,0,0,0,1,0,0,22
flat,pyramid urban homes 2,sector 86,43 Lac,8582.0,Carpet area: 501 (46.54 sq.m.),2.0,2.0,1.0,6.0,North-East,New Property,,,,,0,0,0,0,1,0,72
flat,sobha city,sector 108,2.9 Crore,14478.0,Super Built up area 2003(186.08 sq.m.),3.0,4.0,2.0,11.0,North-East,Relatively New,,,,,0,0,0,0,0,0,108
flat,ss the leaf3.8 ?,sector 85,1.77 Crore,7350.0,Super Built up area 2408(223.71 sq.m.),3.0,4.0,,7.0,South-West,New Property,,,,,0,0,1,0,0,0,107
house,emaar mgf marbella,sector 66,,16039.0,nan,,,,,,Undefined,,,,,0,0,0,0,0,0,0
flat,tulip monsella,sector 53,7.4 Crore,33198.0,Carpet area: 2229 (207.08 sq.m.),4.0,4.0,3.0,21.0,,Undefined,,,,,0,0,0,0,0,0,35
flat,m3m soulitude,sector 89,1.25 Crore,8784.0,Super Built up area 1423(132.2 sq.m.),3.0,3.0,3.0,3.0,East,New Property,,,,,1,0,0,0,1,0,0
flat,parkwood westend,sector 92,70 Lac,5204.0,Super Built up area 1345(124.95 sq.m.),2.0,2.0,3.0,5.0,,Under Construction,,,,,1,0,0,0,0,0,0
flat,nbcc heights3.9 ?,sector 89,1.5 Crore,7058.0,Super Built up area 2125(197.42 sq.m.),3.0,3.0,3.0,8.0,,Relatively New,,,,,1,1,0,0,0,0,105
flat,vatika the seven lamps3.8 ?,sector 82,1.28 Crore,6819.0,Super Built up area 1877(174.38 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3.0,3.0,North,Relatively New,,,,,1,0,0,0,0,1,165
flat,sidhartha ncr greens4.3 ?,sector 95,96 Lac,6201.0,Carpet area: 1548 (143.81 sq.m.),3.0,3.0,3.0,8.0,,New Property,,,,,0,0,1,1,0,0,8
house,independent,sector 46,6.5,27461.0,Plot area 263(219.9 sq.m.),12 Bedrooms,12.0,3+,4.0,North-West,Relatively New,2367.0,,2367.0,,1,0,0,1,0,1,32
flat,tulip ivory3.5 ?,sector 70,5 Crore,10416.0,Carpet area: 4800 (445.93 sq.m.),6.0,7.0,,0.0,,Relatively New,,,,,1,1,0,0,0,0,119
house,emaar mgf marbella,sector 66,12.0,37037.0,Plot area 360(301.01 sq.m.),4 Bedrooms,4.0,3+,3.0,East,Relatively New,3240.0,,3240.0,,1,1,1,1,0,1,160
house,bptp visionnaire,sector 70a,4.6,17624.0,Plot area 290(242.48 sq.m.),4 Bedrooms,4.0,3+,3.0,North,Moderately Old,2610.0,,2610.0,,1,1,1,1,0,0,96
flat,central park flower valley,sector 33,1.35 Crore,10384.0,Carpet area: 1300 (120.77 sq.m.),3.0,2.0,2.0,3.0,West,New Property,,,,,0,0,0,0,0,0,87
flat,shapoorji pallonji joyville gurugram4.0 ?,sector 102,1.76 Crore,10224.0,Super Built up area 1692(157.19 sq.m.),3.0,3.0,3.0,1.0,North-East,Relatively New,,,,,0,0,0,0,0,0,100
flat,ats kocoon4.2 ?,sector 109,2.95 Crore,10350.0,Built Up area: 3150 (292.64 sq.m.)Carpet area: 2850 sq.ft. (264.77 sq.m.),4.0,4.0,,7.0,South-East,Relatively New,,,,,0,1,1,0,0,1,158
flat,signature global city 92,sector 92,78 Lac,8047.0,Super Built up area 1197(111.2 sq.m.),2.0,2.0,2.0,2.0,,New Property,,,,,0,0,0,0,0,1,47
flat,m3m woodshire4.0 ?,sector 107,1.3 Crore,8922.0,Super Built up area 1943(180.51 sq.m.)Built Up area: 1554 sq.ft. (144.37 sq.m.)Carpet area: 1457 sq.ft. (135.36 sq.m.),3.0,3.0,,4.0,West,Relatively New,,,,,0,0,0,1,0,1,174
flat,ansal height 86,sector 86,80 Lac,5882.0,Built Up area: 1360 (126.35 sq.m.),2.0,2.0,,1.0,,Undefined,,,,,0,0,0,0,0,0,0
house,adani brahma samsara4.2 ?,sector 60,18.02,28200.0,Built Up area: 6390 (593.65 sq.m.),9 Bedrooms,12.0,3+,3.0,North-East,Relatively New,6390.0,,,,0,1,0,0,0,1,146
flat,the lions cghs,sector 56,2.09 Crore,8708.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4.0,4.0,,7.0,East,Relatively New,,,,,0,0,0,0,1,1,125
flat,not applicable,sector 4,42 Lac,5600.0,Carpet area: 750 (69.68 sq.m.),2.0,2.0,1.0,3.0,,Relatively New,,,,,0,0,0,0,0,1,26
house,bptp astaire gardens3.7 ?,sector 70a,1.04,7172.0,Carpet area: 1450 (134.71 sq.m.),3 Bedrooms,3.0,3+,2.0,North-East,Relatively New,1450.0,,,,0,0,0,0,1,1,145
flat,pyramid elite,sector 86,46 Lac,79.0,Carpet area: 58141 (5401.48 sq.m.),2.0,2.0,1.0,0.0,,Under Construction,,,,,0,0,0,0,0,0,15
house,independent,sector 6,0.66,10784.0,Plot area 612(56.86 sq.m.),3 Bedrooms,2.0,1,2.0,,Old Property,612.0,,612.0,,0,0,0,0,0,0,36
flat,sobha city,sector 108,2.95 Crore,14727.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,4.0,2.0,12.0,East,Relatively New,,,,,0,0,0,0,0,0,49
house,independent,sector 12,1.5,11111.0,Plot area 150(125.42 sq.m.),5 Bedrooms,5.0,2,3.0,,Old Property,1350.0,,1350.0,,0,0,0,0,0,0,16
flat,sare crescent parc3.5 ?,sector 92,50 Lac,5000.0,Super Built up area 1000(92.9 sq.m.),2.0,2.0,3.0,2.0,,Moderately Old,,,,,0,0,0,0,0,0,38
house,huda plots,sector 56,2.95,20359.0,Plot area 161(134.62 sq.m.)Built Up area: 1000 sq.yards (836.13 sq.m.),2 Bedrooms,2.0,2,1.0,North,Moderately Old,1449.0,,1449.0,,0,0,0,0,0,0,31
house,independent,sector 14,6.4,20317.0,Plot area 350(292.64 sq.m.)Built Up area: 349 sq.yards (291.81 sq.m.)Carpet area: 348 sq.yards (290.97 sq.m.),6 Bedrooms,6.0,3+,3.0,North,Old Property,3150.0,,3150.0,,0,0,0,0,1,0,35
flat,orris aster court premier,sector 85,1.2 Crore,5660.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,4.0,2.0,6.0,North-East,Relatively New,,,,,0,1,0,0,0,0,28
flat,tulip violet4.3 ?,sector 69,3.05 Crore,9664.0,Super Built up area 3156(293.2 sq.m.),4.0,5.0,,14.0,South-West,Relatively New,,,,,0,1,0,0,1,0,49
house,independent,sector 14,5.5,16975.0,Plot area 360(301.01 sq.m.)Built Up area: 355 sq.yards (296.83 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5 Bedrooms,4.0,2,2.0,East,Old Property,3240.0,,3240.0,,1,0,0,0,0,0,27
flat,suncity heights3.7 ?,sector 54,3.25 Crore,14118.0,Carpet area: 2302 (213.86 sq.m.),3.0,3.0,,0.0,East,Old Property,,,,,0,0,0,1,0,1,120
house,nirvana country,sector 50,10.0,14285.0,Built Up area: 7000 (650.32 sq.m.),5 Bedrooms,7.0,2,4.0,East,Moderately Old,7000.0,,,,0,1,0,0,0,2,0
flat,ss,sector 85,1.18 Crore,7170.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2.0,2.0,3.0,4.0,West,Relatively New,,,,,0,0,0,0,0,0,49
flat,gls arawali homes3.8 ?,sohna road,30 Lac,5291.0,Built Up area: 567 (52.68 sq.m.),2.0,2.0,,10.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,supertech araville,sector 79,90 Lac,5883.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2.0,2.0,3.0,5.0,,Relatively New,,,,,1,0,0,0,0,0,53
flat,signature global city,sector 37d,80 Lac,8421.0,Super Built up area 950(88.26 sq.m.),2.0,2.0,2.0,2.0,,Undefined,,,,,0,0,0,0,0,0,42
flat,tulip purple,sector 69,2.6 Crore,10833.0,Super Built up area 2400(222.97 sq.m.),4.0,4.0,,4.0,,Moderately Old,,,,,0,1,0,0,0,0,37
flat,central park flower valley,sector 33,2.3 Crore,12777.0,Carpet area: 1800 (167.23 sq.m.),4.0,4.0,,5.0,North-East,New Property,,,,,0,1,0,1,0,0,42
house,independent,sector 7,0.66,12000.0,Plot area 550(51.1 sq.m.),3 Bedrooms,1.0,1,3.0,East,Relatively New,550.0,,550.0,,0,0,0,0,1,0,22
house,international city by sobha phase 2,sector 109,10.0,27778.0,Plot area 400(334.45 sq.m.),4 Bedrooms,5.0,3+,2.0,East,New Property,3600.0,,3600.0,,1,1,0,1,1,1,49
flat,kiran residency,sector 56,1.5 Crore,7500.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,,4.0,North,Relatively New,,,,,0,1,0,0,0,1,126
house,independent,sector 43,13.5,50000.0,Plot area 300(250.84 sq.m.),16 Bedrooms,16.0,3+,4.0,North-West,Relatively New,2700.0,,2700.0,,1,1,0,1,1,0,41
flat,dlf ridgewood estate3.9 ?,sector 28,2 Crore,14598.0,Super Built up area 1370(127.28 sq.m.),3.0,3.0,1.0,12.0,North-East,Old Property,,,,,0,0,0,0,0,1,96
flat,shapoorji pallonji joyville gurugram4.0 ?,sector 102,2 Crore,17729.0,Super Built up area 1852(172.06 sq.m.)Built Up area: 1456 sq.ft. (135.27 sq.m.)Carpet area: 1128.09 sq.ft. (104.8 sq.m.),3.0,3.0,,1.0,South,Relatively New,,,,,0,0,1,0,0,0,139
flat,signature global park4.0 ?,sohna road,55 Lac,6690.0,Carpet area: 822 (76.37 sq.m.),2.0,2.0,3.0,3.0,East,Undefined,,,,,0,0,0,0,0,0,0
house,dlf the grove,sector 54,5.7,211111.0,Built Up area: 270 (25.08 sq.m.),4 Bedrooms,4.0,0,1.0,,Undefined,270.0,,,,0,0,0,0,0,0,0
flat,maa bhagwati residency,sector 7,45 Lac,5000.0,Carpet area: 900 (83.61 sq.m.),2.0,2.0,1.0,4.0,West,Relatively New,,,,,0,0,0,0,0,0,28
flat,tulip monsella,sector 53,6.02 Crore,20816.0,Built Up area: 2892 (268.68 sq.m.),3.0,3.0,3.0,29.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,ss the leaf3.8 ?,sector 85,1.18 Crore,10094.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1420 sq.ft. (131.92 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),2.0,3.0,3.0,12.0,North,Relatively New,,,,,0,0,0,1,0,1,150
house,unitech uniworld resorts,sector 33,9.5,23333.0,Plot area 500(418.06 sq.m.),5 Bedrooms,7.0,3+,2.0,East,Undefined,4071.0,,500.0,,1,1,1,1,0,0,57
flat,pioneer urban presidia,sector 62,7.15 Crore,16486.0,Super Built up area 4337(402.92 sq.m.),4.0,5.0,,7.0,East,Relatively New,,,,,1,1,1,0,0,1,158
house,dlf city plots phase 2,sector 25,6.5,33592.0,Plot area 215(179.77 sq.m.),9 Bedrooms,9.0,3+,3.0,West,Old Property,1935.0,,1935.0,,1,1,1,1,0,1,142
flat,ss the coralwood3.4 ?,sector 84,1.1 Crore,4857.0,Super Built up area 1750(162.58 sq.m.),3.0,3.0,2.0,9.0,North,Relatively New,,,,,0,0,0,0,0,0,75
flat,greenopolis,sector 89,80 Lac,4820.0,Super Built up area 1660(154.22 sq.m.),2.0,3.0,3.0,8.0,,Under Construction,,,,,1,0,0,0,1,0,60
house,independent,sector 23,4.0,16004.0,Plot area 270(225.75 sq.m.),3 Bedrooms,3.0,2,2.0,East,Moderately Old,2499.0,,2430.0,,0,1,0,0,0,1,115
house,vatika india next4.1 ?,sector 82,7.0,194444.0,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),4 Bedrooms,4.0,3+,3.0,North-East,Relatively New,360.0,,360.0,,0,1,0,0,0,2,105
house,independent,sector 3,0.6,6000.0,Built Up area: 1000 (92.9 sq.m.),1 Bedroom,1.0,0,1.0,,Undefined,1000.0,,,,0,0,0,0,0,0,0
flat,signature global city 37d ph 2,sector 37d,1.36 Crore,8846.0,Built Up area: 1535 (142.61 sq.m.),3.0,3.0,3.0,1.0,North-East,Undefined,,,,,0,0,0,1,1,0,37
flat,dlf the ultima4.0 ?,sector 81,2.5 Crore,11726.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,2.0,20.0,West,Relatively New,,,,,0,1,0,0,0,2,174
flat,baani city center,sector 63,88 Lac,10945.0,Built Up area: 804 (74.69 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),1.0,1.0,2.0,4.0,,Undefined,,,,,0,0,0,0,0,0,0
flat,breez global heights4.2 ?,sohna road,39 Lac,4105.0,Super Built up area 950(88.26 sq.m.)Built Up area: 720 sq.ft. (66.89 sq.m.)Carpet area: 610 sq.ft. (56.67 sq.m.),2.0,2.0,2.0,3.0,,Relatively New,,,,,0,0,0,0,0,0,0
flat,paras dews,sector 106,1.35 Crore,7297.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4.0,4.0,,18.0,North-East,Relatively New,,,,,0,1,0,1,0,1,174
house,independent,sector 57,4.7,21759.0,Plot area 240(200.67 sq.m.),3 Bedrooms,3.0,2,2.0,North,Old Property,2160.0,,2160.0,,0,1,0,0,1,0,43
flat,gls arawali homes3.8 ?,sohna road,28 Lac,4938.0,Super Built up area 567(52.68 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 467 sq.ft. (43.39 sq.m.),2.0,2.0,2.0,3.0,East,Relatively New,,,,,0,0,0,0,0,1,42
flat,shree vardhman victoria3.8 ?,sector 70,1.6 Crore,8205.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3.0,6.0,North,Relatively New,,,,,0,1,0,0,0,0,108
flat,shapoorji pallonji joyville gurugram4.0 ?,sector 102,1.8 Crore,10638.0,Super Built up area 1692(157.19 sq.m.),3.0,3.0,3.0,1.0,East,Relatively New,,,,,0,0,0,0,0,0,141
flat,signature the serenas,sohna road,50 Lac,9406.0,Carpet area: 531.57 (49.38 sq.m.),2.0,2.0,2.0,6.0,,New Property,,,,,0,0,0,0,0,0,37
flat,signature signum 95a,sector 95,40 Lac,7782.0,Carpet area: 514 (47.75 sq.m.),2.0,2.0,2.0,3.0,East,New Property,,,,,0,0,0,0,0,1,44
flat,m3m skywalk,sector 74,1.54 Crore,11000.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,,22.0,South,Relatively New,,,,,0,0,0,0,1,0,137
house,independent,sector 31,3.5,24155.0,Plot area 161(134.62 sq.m.),4 Bedrooms,3.0,3,2.0,South-West,Moderately Old,1449.0,,1449.0,,0,0,1,0,0,1,81
flat,cghs rail vihar4.0 ?,sector 15,1.4 Crore,10769.0,Carpet area: 1300 (120.77 sq.m.),4.0,3.0,3.0,3.0,East,Old Property,,,,,0,0,0,0,0,1,81
house,unitech uniworld resorts,sector 33,11.5,24573.0,Plot area 520(434.79 sq.m.),5 Bedrooms,6.0,3+,4.0,East,Relatively New,4680.0,,4680.0,,0,1,0,0,0,0,84
flat,m3m merlin3.7 ?,sector 67,3.4 Crore,14418.0,Super Built up area 2358(219.07 sq.m.),3.0,4.0,3.0,17.0,North,Relatively New,,,,,0,1,0,0,0,1,174
flat,emaar digihomes,sector 62,2.15 Crore,14257.0,Carpet area: 1508 (140.1 sq.m.),2.0,2.0,3.0,31.0,,Under Construction,,,,,0,0,0,0,0,0,101
flat,smart world orchard,sector 61,2.41 Crore,14785.0,Built Up area: 1630 (151.43 sq.m.)Carpet area: 1625 sq.ft. (150.97 sq.m.),3.0,3.0,3.0,2.0,East,New Property,,,,,0,0,0,0,0,0,0
flat,m3m merlin3.7 ?,sector 67,2.8 Crore,13671.0,Super Built up area 2048(190.27 sq.m.),3.0,3.0,3.0,2.0,East,Relatively New,,,,,0,0,1,0,0,2,174
house,independent,sector 3,0.68,3874.0,Built Up area: 1755 (163.04 sq.m.),5 Bedrooms,3.0,0,1.0,,Undefined,1755.0,,,,0,0,0,0,0,0,0
flat,godrej nature plus,sector 33,1.67 Crore,10500.0,Carpet area: 1671 (155.24 sq.m.),3.0,2.0,2.0,18.0,,Undefined,,,,,0,0,0,0,0,0,67
flat,dlf new town heights 13.9 ?,sector 90,1.65 Crore,6979.0,Super Built up area 2364(219.62 sq.m.),4.0,4.0,,15.0,South-East,Moderately Old,,,,,0,1,0,0,0,1,137
flat,pareena coban residences,sector 99a,1.23 Crore,6159.0,Super Built up area 1997(185.53 sq.m.),3.0,5.0,3.0,5.0,North-East,Relatively New,,,,,0,1,0,0,0,0,99
house,dlf city plots phase 2,sector 25,10.55,39074.0,Plot area 300(250.84 sq.m.),5 Bedrooms,6.0,3+,3.0,East,Moderately Old,2700.0,,2700.0,,1,1,1,1,0,0,131
flat,tulip yellow,sector 69,1.8 Crore,10563.0,Carpet area: 1704 (158.31 sq.m.),3.0,3.0,3.0,14.0,East,Undefined,,,,,0,0,0,0,0,0,0
flat,park view apartment,sector 56,1.74 Crore,7565.0,Super Built up area 2450(227.61 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),3.0,3.0,,2.0,South,Old Property,,,,,0,1,0,1,0,1,104
flat,ats tourmaline3.9 ?,sector 109,1.75 Crore,10000.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1460 sq.ft. (135.64 sq.m.),3.0,3.0,3.0,4.0,,New Property,,,,,0,0,0,0,0,0,31
flat,bestech park view sanskruti4.2 ?,sector 92,1.55 Crore,7568.0,Super Built up area 1995(185.34 sq.m.),3.0,4.0,3.0,16.0,South,Relatively New,,,,,0,1,0,0,0,1,60
